,DOI,Title,Abstract,Extracted Dictionary,Prediction,,
676,10.1016/j.electacta.2017.09.176,Environmentally benign and scalable synthesis of LiFePO4 nanoplates with high capacity and excellent rate cycling performance for lithium ion batteries,"An economical and scalable synthesis route of LiFePO4 nanoplate precursors is successfully prepared in pure water phase under atmosphere without employing environmentally toxic surfactants or high temperature and high pressure compared with traditional hydrothermal or solvothermal methods, which also involves recycling the filtrate to regenerate LiFePO4 nanoplate precursors and collecting by-product Na2SO4. The LiFePO4 precursors present a plate-like morphology with mean thickness and length of 50–100 and 100–300nm, respectively. After carbon coating, the LiFePO4/C nanoparticles with particle size around 200nm can be observed which exhibit a high discharge capacity of 160mAhg−1 at 0.2C and 107mAhg−1 at 20C. A high capacity retention closed to 91% can be reached after 500 cycles even at a high current rate of 20C with coulombic efficiency of 99.5%. This work suggests a simple, economic and environmentally benign method in preparation of LiFePO4/C cathode material for power batteries that would be feasible for large scale industrial production.",,"{'Battery_Material/Battery_Type': ['Lithium iron phosphate (LiFePO4) nanoparticles'], 'Recycling_Process_Used': ['Hydrothermal synthesis'], 'Process_Conditions/Battery_Properties': ['Hydrothermal temperature: 250 °C', 'Hydrothermal time: 3 h', 'pH: 3.5', 'and pFe: 0.15', 'Battery capacity: 120 mAh g−1 at 0.1 C', 'and 90 mAh g−1 at 10 C'], 'Recovered_Materials': ['LiFePO4 nanoparticles']}
",396,TRUE
677,10.1016/j.mtphys.2021.100593,A low-cost NiSe2 derived from waste nickel foam as a high-performance anode for sodium ion batteries,"Nickel selenide has a splendid future to become a hot anode for sodium ion batteries owing to the high theoretical capacity and unique electrical conductivity. Nevertheless, exploring low cost and high-performance nickel selenide is still critical to further application. Herein, NiSe2 with micro-structured features has been synthesized through a low-cost and one-step selenidation approach using disused nickel foam as raw material. Eminent reversible capacity (515 mAh g−1 at 0.1 A g−1), superior rate capability (310 mAh g−1 at 10 A g−1), and excellent cycling stability (318 mAh g−1 after 800 cycles at 1 A g−1) are exhibited for NiSe2 prepared at 550 °C for 4 h. Importantly, the initial Coulombic efficiency is also impressive (96%). Furthermore, the electrochemical mechanism is sufficiently explored by means of ex situ X-ray diffraction (XRD) and transmission electron microscopy (TEM). Besides, employing Na3V2(PO4)2F3@rGO as cathode and NiSe2 as anode has been assembled the sodium ion full battery, which delivers two high discharge plateaus of 1.86 and 2.72 V and reveals preeminent rate capacity and cycling stability. This work will come out with a new avenue for fostering the evolution of new metal selenide materials for energy storage and others.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['solvent extraction', 'alkaline leaching', 'solvent extraction', 'acid leaching', 'solvent extraction', 'alkaline leaching', 'solvent extraction', 'acid leaching', 'solvent extraction', 'alkaline leaching', 'solvent extraction', 'acid leaching'], 'Process_Conditions/Battery_Properties': ['pH=1.0', 'H2SO4=1.0M', 'FeCl3=0.2M', 'NH4Cl=1.0M', 'Na2SO4=0.2M', 'pH=1.0', 'H2SO4=1.0M', 'FeCl3=0.2M', 'NH4Cl=1.0M', 'Na2SO4=0.2M'], 'Recovered_Materials': ['Ni', 'Co', 'Mn', 'Al', 'Fe', 'Cu', 'Li', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4Cl', 'H2SO4', 'FeCl3', 'NH4",987,TRUE
678,10.1016/j.wasman.2021.02.057,Activated biochar derived from peanut shells as the electrode materials with excellent performance in Zinc-air battery and supercapacitance,"The use of activated biochar-based electrode derived from waste biomass in energy technologies, such as metal-air batteries and supercapacitors, is an important strategy for realizing energy and environmental sustainability in the future. Herein, peanut shells (waste biomass) were employed to prepare activated biochar materials by pyrolysis in molten KCl and heat-treatment. The effective dispersion and corrosion effects of molten salt for the pyrolysis products during pyrolysis obviously increase defects and specific surface area of the activated biochar materials. The prepared activated biochar material (PS-800-1000) by pyrolysis in molten KCl at 800 °C and heat-treatment at 1000 °C exhibits excellent catalytic activity with half-wave potential of 0.84 V vs. RHE, comparable to commercial Pt/C for oxygen reduction reaction (ORR) in 0.1 M KOH and outstanding supercapacitance performance in 6 M KOH with high specific capacitance (355 F g−1 at 0.5 A g−1), which exceeds all reported biochar derived from peanut shells. The PS-800-1000-based zinc-air battery (ZAB) displays higher peak power density (141 mW cm−2), specific capacity (767 mAh gZn -1) and cycling stability than Pt/C-based ZAB. The activated biochar prepared by pyrolysis in molten KCl and heat-treatment method from peanut shells can be a promising candidate for replacing precious metals in energy conversion/storage devices.",,"{'Battery_Material/Battery_Type': ['zinc-air battery (ZAB)'], 'Recycling_Process_Used': ['pyrolysis in molten KCl and heat-treatment'], 'Process_Conditions/Battery_Properties': ['0.1 M KOH', '6 M KOH', '0.5 A g−1'], 'Recovered_Materials': ['activated biochar material (PS-800-1000)']}
",287,FALSE
679,10.1016/j.wasman.2022.10.033,Kinetics study and recycling strategies in different stages of full-component pyrolysis of spent LiNixCoyMnzO2 lithium-ion batteries,"Full-component pyrolysis has been proven to be a prospective method for the disposal of organic matters and the cathode material reduction of spent LiNixCoyMnzO2 (NCM) lithium-ion batteries (LIBs). However, the kinetics of the full-component pyrolysis of spent NCM LIBs is still unclear. This work represents the first attempt to study the kinetics of different stages of full-component pyrolysis of NCM LIBs based on isoconversional method to guide the recycling of spent LIBs. Pyrolysis process was divided into four stages in accordance to the main weight loss temperature ranges and the classical Kissinger–Akahira–Sunose and Flynn–Wall–Ozawa kinetics models were employed to calculate the activation energy (E) in each stage. The main physicochemical reactions were clarified though in situ analysis, and the average E in the four stages was determined: (I) The volatilization of electrolytes occurred in the temperature range of 100–200 °C with the E of 98.6 kJ/mol. (II) The decomposition of organic matters and the preliminary reduction of cathode material transpired in the temperature range of 400–500 °C with the E of 227.2 kJ/mol. (III) The further reduction of NiO and CoO occurred from 650 to 800 °C with the E of 258.8 kJ/mol. (Ⅳ) The reduction of MnO took place from 850 to 1000 °C with the E of 334.9 kJ/mol. The recycling strategies based on full-component pyrolysis of spent NCM LIBs was accordingly proposed. During pyrolysis, the cathode material was gradually reduced and the pyrolytic products can be controlled through temperature regulation.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries (LIBs)'], 'Recycling_Process_Used': ['pyrolysis'], 'Process_Conditions/Battery_Properties': ['100–200 °C', '400–500 °C', '650–800 °C', '850–1000 °C'], 'Recovered_Materials': ['cathode material', 'MnO', 'CoO', 'NiO']}
",287,FALSE
680,10.1016/j.seppur.2021.119166,Manganese recycling of spent lithium-ion batteries via solvent extraction,"Solvent extraction of manganese was performed in a lab-scale DN50 pulsed disc and doughnut column. Optimal conditions for hydrodynamics and mass transfer were evaluated for the separation of manganese from cobalt and nickel with 100 g L-1 D2EHPA (di-(2-ethylhexyl) phosphoric acid) as a liquid ion exchanger. In performance tests with 0.01 mol L-1 MnSO4 solution a maximum extraction yield of 94% was achieved at a phase ratio of 1.2 and a pulsation intensity of 3.2 cm s−1. Statistical analysis showed that the column loading (12 and 24 m h−1) had no significant influence on the extraction performance. The feed was a synthetic leaching solution likewise from active material of spent Li-NMC (nickel-manganese-cobalt) ion batteries. It consisted of an equimolar solution of 0.01 mol L-1 cobalt, manganese and nickel sulfate. Highest extraction yields of manganese 84% resulted at a feed pH of 2.7 or higher. At a pH of 2.2 the selectivity had its maximum at 40 and 22 for Mn to Ni and Mn to Co, respectively. A feed pH of 2.7 is recommended for optimum extraction performance and selectivity.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries'], 'Recycling_Process_Used': ['chemical leaching'], 'Process_Conditions/Battery_Properties': ['pH 2.7'], 'Recovered_Materials': ['manganese']}
",201,FALSE
681,10.1016/j.jcis.2024.05.044,Deciphering the storage mechanism of biochar anchored with different morphology Mn3O4 as advanced anode material for lithium-ion batteries,"Biochar is regarded as a promising lithium-ion batteries anode material, owing to its high cost-effectiveness. However, the poor specific capacity and cycling stability have limited its practical applications. A straightforward and cost-efficient solvothermal method is presented for synthesizing Mn3O4/biochar composites in this study. By adjusting solvothermal temperatures, Mn3O4 with different morphology is prepared and anchored on the biochar surface (MKAC-T) to improve the electrochemical performance. Due to the morphological effect of nanospherical Mn3O4 on the biochar surface, the MKAC-180 anode material demonstrates outstanding reversible capacity (992.5 mAh/g at 0.2 A/g), significant initial coulombic efficiency (61.1 %), stable cycling life (605.3 mAh/g at 1.0 A/g after 1000 cycles), and excellent rate performance (385.8 mAh/g at 1.6 A/g). Moreover, electro-kinetic analysis and ex-situ physicochemical characterizations are employed to illustrate the charge storage mechanisms of MKAC-180 anode. This study provides valuable insights into the “structure–activity relationship” between Mn3O4 microstructure and electrochemical performance for the Mn3O4/biochar composites, illuminating the industrial utilization of biomass carbon anode materials.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries'], 'Recycling_Process_Used': ['solvothermal method'], 'Process_Conditions/Battery_Properties': ['solvothermal temperature', '180 °C'], 'Recovered_Materials': ['Mn3O4/biochar composites']}
",247,TRUE
682,10.1016/j.jhazmat.2021.125575,Recycling of NCM cathode material from spent lithium-ion batteries via polyvinyl chloride and chlorinated polyvinyl chloride in subcritical water: A comparative study,"To date, numerous studies have explored recycling of lithium, nickel, cobalt, and manganese (NCM) from spent lithium-ion batteries (LIBs). Nevertheless, the leaching and efficient separation of the precious metals from NCM active cathode material via an environmentally benign and economical process is still challenging. Therefore, in this research, we present a novel and energy an efficient route through which to leach valuable metals, for example, lithium (Li), nickel (Ni), cobalt (Co), and manganese (Mn) from the NCM cathode material of the waste LIBs using water-containing waste chlorinated polyvinyl chloride (CPVC) or polyvinyl chloride (PVC) in a batch reactor. Parameters such as temperature, time, liquid-solid, and mass ratios on the extraction efficiencies of Li, Ni, Co, and Mn were carefully examined. The outcomes show that CPVC performed better than PVC for the extraction of valuable metals from NCM material, and this was attributed to its high Cl contents. The maximum extraction efficiencies of Li, Ni, Co, and Mn (99.15%, 98.10%, 99.30%, and 100%, respectively) were achieved under optimized reaction conditions: a temperature of 290 °C, reaction time of 1 h, a liquid-solid ratio 60:1 mL/g and solid to solid mass ratio of 1:3. The apparent activation energies (Ea) for Li, Ni, Co, and Mn were computed to be (24.42, 28.85, 29.67, and 28.79) kJ/mol. The results obtained in this work, indicated that it may contribute to efforts aiming to reduce industrial chemical consumption and increase sustainability in waste management technique.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries (LIBs)'], 'Recycling_Process_Used': ['Hydrometallurgical leaching'], 'Process_Conditions/Battery_Properties': ['290 °C', '1 h', '60:1 mL/g and solid to solid mass ratio of 1:3'], 'Recovered_Materials': ['lithium (Li)', 'nickel (Ni)', 'cobalt (Co) and manganese (Mn)']}
",328,FALSE
683,10.1016/j.cej.2023.146554,Efficient separation of Fe and Li from spent LiFePO4 materials and preparation of high-performance P-C/FeS anode material by cation exchange resin,"With the increased consumption of LiFePO4 batteries, the number of spent batteries has also increased sharply, and recycling LiFePO4 batteries has become an urgent task today. Herein, we propose a high-efficient strategy for separation of Fe and Li from leaching solution of spent LiFePO4 materials by cation exchange resin and a new method for preparation of high-performance anode materials. The adsorption efficiencies of Fe and Li by cation exchange resin were 99.9 % and 5.3 % under the conditions of solid–liquid ratio of 1:5, flow rate of 4 BV/h, and Fe and Li concentrations of 2.88 g/L and 0.44 g/L, respectively. High-purity Li2CO3 could be successfully produced from the effluent of resin adsorption. The Fe-saturated waste cation exchange resin was used to prepare the porous-C/FeS (P-C/FeS) composite with FeS content of 41 %, which was characterized by XRD, XPS, SEM, TEM and TGA analysis. The P-C/FeS materials exhibited remarkable electrochemical performance when using as anode materials, which could deliver a high discharge capacity of 372.8 mA g−1 after 500 cycles at 5 A/g for lithium-ion batteries, and a discharge capacity of 246.5 mAh g−1 after 500 cycles at 1.0 A/g for sodium-ion batteries. The in situ XRD analysis demonstrated the transformation reaction between Li+ and FeS. This work offers a green strategy toward the recycling of both spent lithium-ion batteries and waste cation exchange resins.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['solvent extraction', 'thermal reduction'], 'Process_Conditions/Battery_Properties': ['pH 1.2', '100 °C', '400 g/L', '400 g/L', '400 g/L', '100 °C', 'pH 1.2'], 'Recovered_Materials': ['Fe and Li']}
",288,FALSE
684,10.1016/j.nanoen.2022.107626,Towards Ni-rich layered oxides cathodes with low Li/Ni intermixing by mild molten-salt ion exchange for lithium-ion batteries,"In the conventional synthesis of layered transition metal oxides, the high-temperature process not only causes lithium loss due to evaporation, but also facilitate the inevitable cation mixing of Li+ and Ni2+, resulting in severe shifts in their stoichiometric ratios and thus structure instability. Herein, we report a universal ion-exchange method to prepare Ni-rich layered oxide materials LiNi0.85Co0.06Mn0.09O2 (NCM85) with low Li/Ni intermixing at a low reaction temperature of 300 °C, where sodium-based layered oxides (NaNi0.85Co0.06Mn0.09O2) were used as precursors for ion exchange with Li+ ion in lithium molten salts. By studying the effects of ion-exchange time and additional heat treatment on the structure and performance of the layered oxide materials, we established the processing-structure-performance relationships for Ni-rich NCM85 materials. Moreover, we further demonstrated the universality of this ion-exchange method and processing-structure-performance relationships for other layered oxide materials including LiNi0. 5Co0.2Mn0.3O2 and LiNi0.5Mn0.5O2. We anticipate that such universal method of ion exchange and universal processing-structure-performance relationships can guide the rational design and synthesis of other layered oxide materials for lithium-ion batteries.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries'], 'Recycling_Process_Used': ['leaching process'], 'Process_Conditions/Battery_Properties': ['acid leaching process', 'oxidizing agent', 'acid concentration', 'leaching temperature', 'leaching time', 'pulp density', 'leaching cycle', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density', 'leaching time', 'pulp density',",1693,FALSE
685,10.1016/S1872-5805(23)60726-7,The in situ formation of ZnS nanodots embedded in honeycomb-like N-S co-doped carbon nanosheets derived from waste biomass for use in lithium-ion batteries,"A nanocomposite of zinc sulfide nanodots imbedded in honeycomb-like N-S co-doped carbon nanosheets (ZnS/NS-CN) was synthesized from waste biomass orange peel using ZnCl2 as the hard template and zinc source, and melamine and thiourea as the respective nitrogen and sulfur sources. When used as the anode material in Li-ion batteries, ZnS/NS-CN has a high reversible capacity (853.5 mAh g−1 at 0.1 A g−1 after 300 cycles), an excellent long-term cycling stability (70.1% capacity retention after 1 000 cycles at 5 A g−1) and an outstanding rate capability. Besides, a ZnS/NS-CN//LiNiCoMnO2 full cell tested at 0.5-4 V has an excellent battery performance (140.4 mAh g−1 at 0.2 C after 150 cycles with an energy density of 132.4 Wh kg−1).",,"{'Battery_Material/Battery_Type': ['N-S co-doped carbon nanosheets'], 'Recycling_Process_Used': ['solvent extraction method'], 'Process_Conditions/Battery_Properties': ['pH 1.0', 'pH 2.0', 'pH 3.0', 'pH 4.0', 'pH 5.0', 'pH 6.0', 'pH 7.0', 'pH 8.0', 'pH 9.0', 'pH 10.0', 'pH 11.0', 'pH 12.0', 'pH 13.0', 'pH 14.0', 'pH 15.0', 'pH 16.0', 'pH 17.0', 'pH 18.0', 'pH 19.0', 'pH 20.0'], 'Recovered_Materials': ['cobalt', 'nickel', 'manganese', 'copper', 'zinc', 'alkaline', 'alkaline earth metals', 'alkaline earth metal oxides', 'alkaline earth metal hydroxides', 'alkaline earth metal carbonates', 'alkaline earth metal sulfates', 'alkaline earth metal chlorides', 'alkaline earth metal bromides', 'alkaline earth metal iodides', 'alkaline earth metal fluorides', 'alkaline earth metal nitrides', 'alkaline earth metal oxides', 'alkaline earth metal hydroxides', 'alkaline earth metal carbonates', 'alkaline earth metal sulfates', 'alkaline earth metal chlorides', 'alkaline earth metal bromides', 'alkaline earth metal iodides', 'alkaline earth metal fluorides', 'alkaline earth metal nitrides', 'alkaline earth metal oxides', 'alkaline earth metal hydroxides', 'alkaline earth metal carbonates', 'alkaline earth metal sulfates', 'alkaline earth metal chlorides', 'alkaline earth metal bromides', 'alkaline earth metal iodides",1323,FALSE
686,10.1016/j.electacta.2022.139863,Sustainable regenerating of high-voltage performance LiCoO2 from spent lithium-ion batteries by interface engineering,"The LiCoO2 (LCO) material is extensively applied in Li-ion batteries due to its excellent property. Tons of LCO scraps is generated as the gradual abandonment of LIBs. Thus, it becomes extremely important to recycle the cathode material in order to protect the environment and utilize resources. This work proposes a direct recycling method of interface engineering to promote the high-voltage property of the regenerated LiCoO2. Adaptive hydrothermal relithiation is first performed to increase the missing Li+ of the used LiCoO2, and mechanically mixed with Li1.4Al0.4Ti1.6(PO4)3 (LATP) before annealing. It is discovered that, LiCoO2 can react with LATP when annealed at high temperature (> 700 °C), producing a mixed phase substance (Co3O4/Co2AlO4, CoTiO3 and Li3PO4) attaches to the surface of LiCoO2. These mixed phase substance can prevent interface reactions between the electrolyte and LiCoO2, thus improving the stability and the high-voltage property of regenerated LiCoO2. Compared to other recycling methods, the regenerated LiCoO2 possesses outstanding 4.4 V high-voltage property, with the initial discharging capacity of 166 mAh g−1 and the discharging capacity retention of 93.0% at 1C for 100 cycles.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['leaching-solvent extraction process'], 'Process_Conditions/Battery_Properties': ['pH value of 1.0 and 2.0', 'H2SO4 concentration of 1.0 mol/L', 'and 2.0 mol/L', 'leaching time of 2 h', 'and 4 h', 'and 6 h', 'respectively'], 'Recovered_Materials': ['cobalt', 'nickel', 'manganese', 'lithium', 'and aluminum']}
",398,FALSE
687,10.1016/j.ensm.2022.05.008,A sustainable route from spent hydrogenation catalysts to lamellar spherical vanadium oxide hydrates for superior low-cost aqueous Zn-ion batteries,"Vanadium oxides are the promising cathode candidate for zinc ions batteries due to their fascinating structure with adjustable tunnels. Whereas, the expensive reagent-grade vanadium raw materials impede their economically-feasible production for scale-up battery applications. Herein, based on the selective recycling of vanadium and facile hydrothermal treatment, the hierarchical hydrated vanadium oxides (HVO) derived from spent hydrogenation catalysts were successfully fabricated as superior cathode materials of ZIBs. The regulating role of guest water molecules on morphology and electrochemical performance of vanadium oxides was elucidated. The lamellar spherical V10O22.8·12H2O achieved a specific discharge capacity of 287 mA h g − 1 at 0.2 A g − 1 and the discharge specific capacity of 238 mA h g − 1 at 1 A g − 1. Meanwhile, it exhibited a high energy density of 106 Wh kg−1 at a power density of 3324 W kg−1 and excellent capacity retention of 82% after 3000 cycles at a high density of 10 A g − 1. The storage mechanism of zinc ions were disclosed by ex situ Raman and XRD tests. This waste-to-wealth strategy may provide a promising route for the efficient utilization of hazardous spent catalysts and sustainable development of high performance vanadium-based cathode materials.",,"{'Battery_Material/Battery_Type': ['lithium-ion batteries'], 'Recycling_Process_Used': ['pyrolysis', 'hydrolysis', 'acid leaching', 'oxidation roasting', 'hydrometallurgical process'], 'Process_Conditions/Battery_Properties': ['250 °C', '150 °C', '250 °C', '150 °C', '250 °C'], 'Recovered_Materials': ['cobalt', 'lithium', 'Ni', 'Co', 'Mn', 'Al', 'Fe', 'Cu', 'Mg', 'Li', 'Nb', 'Mo']}
",389,FALSE
688,10.1016/j.matchemphys.2011.06.045,Graphitization of unburned carbon from oil-fired fly ash applied for anode materials of high power lithium ion batteries,"Unburned carbon is an industrial waste product of oil-fired fly ash. From the viewpoint of waste recycling, using ground unburned carbon with an average size of 6μm heat treatment at 2700°C, and both charge and discharge at 0.1C, yields the first columbic efficiency of about 93.6%. Moreover, after 50 cycles, the discharge capacity is 325.5mAhg−1, and the capacity retention is about 97.5%. The two conditions tested for rate capability are as follows: First, a charge at 0.2C rate and discharge at variable C-rates in which the unburned carbon after heat treatment at higher temperature exhibits a higher capacity in the 0.2–3C region. However, unburned carbon with heat treatment at 2300°C is a suitable material for the higher C-rate region (5–10C). Second, for both charge and discharge at the same C-rate, the unburned carbon after heat treatment at higher temperature exhibits a higher capacity in the 0.2–0.5C region; however, unburned carbon without graphitization treatment is a suitable material for the higher C-rate region (3–10C). Based on TEM observations, the graphitization treatment samples had annular microstructure which has many active sites, improving the intercalation/deintercalation of lithium ions. Therefore, these results show that compared to natural graphite, graphitization of unburned carbon is more suitable for the anode materials of a high power battery.",,"{'Battery_Material/Battery_Type': ['Lithium-ion batteries'], 'Recycling_Process_Used': ['leaching process'], 'Process_Conditions/Battery_Properties': ['acid leaching', 'solvent extraction', 'alkaline leaching', 'HCl leaching', 'pulping', 'and calcination'], 'Recovered_Materials': ['lithium', 'nickel', 'cobalt', 'alkaline leaching residue', 'alkaline leaching residue after pulping', 'alkaline leaching residue after calcination']}
",433,TRUE
689,10.1016/j.jclepro.2021.129481,Eco-friendly extraction of magnesium and lithium from salt lake brine for lithium-ion battery,"The composition of salt lake brine is complex, and the physical and chemical properties of Mg and Li are very close to each other, which is difficult to separate. In this paper, a new type of nanomaterial is developed based on the salt lake brine, and the Qinghai salt lake in China is used as the model. The solar evaporation-acid leaching-diaphragm electrolytic doping strategy is used to successfully separate Li and Mg. A composite metal self-supporting material is constructed during the electrodeposition process, and finally prepared MgZnCe(OH)8 and its oxide MgZnCeO4 are used as anode materials, and LiPF6 is used as electrolyte. Electrochemical tests show that at a current density of 200 mA/g, the initial charge and discharge capacity are 38.71 (274.33) and 76.41 (138.78) mAh/g, but after many cycles, the capacity is steadily increased, the charge and discharge capacity is almost equal, the coulombic efficiency is as high as 100%. In particular, the MgZnCeO4 negative electrode has an increase of nearly 3.41 (1.45) times compared with the first cycle of charge and discharge capacity after 3000 cycles. This excellent lithium storage performance is attributed to the macroscopic design of the composite metal supporting negative electrode. The special alloying reaction, Mg2+ substitution reaction, more stable spatial structure and smooth Li+ transmission channel can effectively improve the volume change, and also accelerate the lithium/dilithium dynamics.",,"{'Battery_Material/Battery_Type': ['Li-ion batteries'], 'Recycling_Process_Used': ['solvent extraction', 'alkaline leaching', 'cathodic stripping', 'hydrometallurgical process'], 'Process_Conditions/Battery_Properties': ['200 mA/g', '100 mA/g', '50 mA/g', '150 mA/g', '250 mA/g', '300 mA/g', '350 mA/g', '400 mA/g', '450 mA/g', '500 mA/g'], 'Recovered_Materials': ['Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al', 'Fe', 'Zn', 'Cu', 'Co', 'Ni', 'Mn', 'Al",938,TRUE
690,10.1016/j.est.2023.109485,Self-healing polymer electrolytes with nitrogen‑boron coordinated boroxine for all-solid-state lithium metal batteries,"Polymer networks with dynamic covalent cross-linked boroxine have received a great deal of attention as recyclable and self-healing materials, but their application was rarely mentioned in all-solid-state polymer electrolytes. In this work, the boroxine-based self-healing solid polymer electrolytes (ONBSPE-x) with nitrogen‑boron (NB) coordination were prepared by the amidation reaction between different molecular weight NH2-PEG-NH2 and ortho-triphenylboroxine with the plasticization of lithium salt. To highlight the effect of NB coordination on the self-healing ability of the polymer electrolytes, PNBSPE-2000 with para-triphenylboroxine structure was prepared for comparison. It was proved that the ortho-triphenylboroxine is conducive to the formation of NB coordination and the NB coordination can accelerate the equilibrium of boroxine, further speeding the self-healing ability of ONBSPE-x without external stimulation at room temperature. More importantly, given the strong electron-withdrawing effect of boroxines groups, the ONBSPE-2000 membranes show an ionic conductivity value up to 0.168 mS cm−1 and comparatively high lithium-ion transference number (0.60) at 25 °C, which will minimize concentration polarization between electrolytes and lithium metal anode, then inhibiting lithium dendrite generation. The NB coordination and the interaction between boroxine groups and anions in ONBSPE-2000 were further studied with density functional theory (DFT). The Li|ONBSPE-2000|LiFePO4 coin cell performs excellent cycling stability with an initial discharge capacity of 130.9 mAh g−1 at 0.1C and coulombic efficiency of 94.8 %. Thus, the self-healing solid polymer electrolytes with nitrogen‑boron coordinated boroxine provide a prospective application for high-performance lithium metal batteries.",,"{'Battery_Material/Battery_Type': ['solid polymer electrolytes (SPEs)'], 'Recycling_Process_Used': ['microwave-assisted extraction', 'dissolution-based extraction'], 'Process_Conditions/Battery_Properties': ['microwave power of 800 W for 5 min', 'leaching conditions of 0.5 M H2SO4 at 80 °C for 30 min', 'pH 1.5', '25 °C', 'pulp density of 250 g L−1', 'dissolution time of 10 min', 'leaching conditions of 0.5 M H2SO4 at 80 °C for 120 min', 'pH 1.5', '25 °C', 'pulp density of 250 g L−1', 'dissolution time of 10 min', 'leaching conditions of 0.5 M H2SO4 at 80 °C for 120 min', 'pH 1.5', '25 °C', 'pulp density of 250 g L−1', 'dissolution time of 10 min'], 'Recovered_Materials': ['lithium', 'Ni', 'Co', 'Mn', 'Al', 'Fe', 'Li', 'Cu', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Nb', 'Pb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium', 'Pb', 'Nb', 'U', 'Th', 'Uranium',",1085,TRUE
